Model,Scenario,Region,Variable,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
GLUCOSE,1.75DS,World,Primary Energy|Solar,EJ/yr,0.771861891,0.996553242,1.219825473,1.267163935,1.314439339,1.361777801,1.407634084,1.454972547,1.502311009,1.549586412,1.624651412,1.717740918,1.816954184,1.92080903,2.029242397,2.140961283,2.25867781,2.381098976,2.508161722,2.63838387,2.708619425,2.698809409,2.68903109,3.435191099,4.301430755,5.616691669,6.367720892,9.032763916,12.04627687,14.70679959,16.72164388,18.74497112,21.05807688,23.69976371,26.72162442,30.17771296,32.83637901,37.24908344,42.85233477,45.54052178,47.05151246,47.13245031,47.13245031,47.13245031,47.13245031,47.13245031,47.13245031,47.13245031,47.13245031,47.13245031,45.50688329
GLUCOSE,1.75DS,World,Primary Energy|Wind,EJ/yr,1.308491712,1.265684746,1.22174879,1.178162885,1.132609133,1.08657288,1.040587085,0.992605061,0.94502039,0.894543869,0.845354016,0.792537523,0.73719815,1.397555683,2.061319104,2.730970296,3.404367965,4.082060837,4.765650941,5.452631165,6.144600384,6.8421294,7.543039075,8.24986175,8.959131619,10.4415696,11.99124864,13.54975776,14.8597632,15.66140832,16.4680992,17.27983584,18.09661824,18.9184464,19.74532032,20.57724,21.41420544,22.25621664,22.32622656,22.39623648,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464
GLUCOSE,1.75DS,World,Secondary Energy|Electricity,EJ/yr,77.83416651,80.24570603,82.52487092,85.08921489,87.15935179,89.51557676,93.1283204,96.00807848,101.032612,106.3678663,108.4249283,111.3517834,114.6897836,117.2626706,121.2181479,124.465885,127.3708642,127.5899684,128.2373455,129.0609391,131.82455,135.0895729,138.7110371,142.5937017,147.7232843,151.0208022,153.5635666,156.0419216,158.3280367,160.6913813,163.310031,166.0829533,167.5133273,169.6711221,171.4541014,173.962626,178.2738267,178.603222,179.4677809,180.0678949,182.2779885,181.9326906,181.1831292,181.1487077,181.0163785,180.0811022,179.8703583,178.1745589,176.4471387,176.5639485,174.7860478
GLUCOSE,1.75DS,World,Secondary Energy|Electricity|Biomass,EJ/yr,2.424947374,2.357539696,2.283420368,2.209197216,2.134725845,1.972211019,2.452447603,2.787837298,2.672830605,2.550802883,2.46781208,6.049206344,10.13643292,13.88700235,17.70334622,20.35168786,22.06604647,22.87554894,23.96746695,25.04588122,26.10512319,27.32818832,29.87576458,34.00882151,38.14165488,42.2747118,43.78619088,44.51884929,45.29232385,46.05662959,46.75867969,47.50527503,48.24279719,48.73739345,48.86771917,49.0667429,49.0667429,49.0667429,49.23643766,49.97253295,50.1667113,50.17698032,50.18528569,50.19191359,50.19191359,50.91224432,51.31633381,49.17606485,47.72044432,47.81609394,46.2739711
GLUCOSE,1.75DS,World,"Secondary Energy|Electricity|Coal, w/o CCS",EJ/yr,34.84726979,37.57168168,39.61736101,44.04883678,45.97032725,48.87582639,52.28023397,51.66879336,51.30389599,49.3845286,47.15250756,46.11259936,44.96462695,43.55824844,41.15302969,37.7357097,34.75741572,36.08026296,35.48710145,33.77517129,32.2350334,29.70750327,27.37610541,24.9943242,22.61977322,20.27766416,20.17316784,18.36786499,16.46100304,14.55951343,13.48526628,12.87618941,11.64027775,10.86769605,10.50833199,10.40366246,8.168158319,4.524727553,4.138849261,5.070140061,5.300617678,5.951073566,4.391785125,4.322156211,4.224894441,3.178038593,1.894367467,1.340524717,0.785229907,0.232050388,0.232050388
GLUCOSE,1.75DS,World,"Secondary Energy|Electricity|NaturalGas, w/o CCS",EJ/yr,21.00150152,21.19011715,23.06556076,21.68188314,21.87957609,21.42722218,20.30790928,20.20123813,23.2300206,29.91133659,31.72893094,32.67909874,33.67310131,33.38037517,35.6848251,39.31172344,41.5655141,40.50877274,40.88478257,40.00635238,40.89009767,41.97800705,42.93679764,42.0304696,42.2544834,42.36728436,41.76272265,41.15816095,40.55135668,39.94679497,38.35993909,36.17875956,33.5374862,31.28847597,29.01666709,27.02175755,26.41223771,25.10118993,21.81946287,19.89989977,17.53447935,16.33020761,17.07084944,17.09942896,17.06436153,16.23446185,16.20526361,16.1781402,16.18854859,16.19961164,16.19961164
GLUCOSE,1.75DS,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,14.3593164,14.56861369,14.76766746,14.79157191,14.80177396,14.80760508,14.80071224,14.78976794,14.54713717,14.30297313,14.08878477,13.83893125,13.58803704,14.05283973,14.52098525,14.99508412,15.47518494,15.95732297,17.50862648,20.13103401,22.77330466,26.52988643,29.24862869,32.73154333,35.98363859,39.13709636,41.75721006,46.30158929,50.94593477,54.72750804,57.86844865,61.04232774,64.51103112,68.31336132,72.50233281,77.12915625,80.86893314,86.36779418,92.28752188,95.28986421,97.11643187,97.19736972,97.19736972,97.19736972,97.19736972,97.19736972,97.19736972,97.19736972,97.19736972,97.19736972,95.57180269
GLUCOSE,1.75DS,World,Secondary Energy|Electricity|Nuclear,EJ/yr,4.039039453,3.276239782,1.399525924,0.894560949,0.875445364,0.85657175,1.637570865,3.650653342,5.268343616,5.801171433,8.671151174,8.456163955,8.214731506,8.020677024,7.805689805,7.587946339,7.370202874,7.155215654,6.937472189,6.719728723,6.504741504,6.286998038,6.072010819,5.854267354,5.636523888,5.421536669,5.203793203,4.986049738,4.771062518,5.398042172,6.786698032,8.239298568,9.439990441,10.42180915,10.55905029,10.34130682,10.12356336,9.908576138,9.690832672,9.473089207,11.79737964,11.91469074,11.97547052,11.97547052,11.97547052,12.19661906,12.89465501,13.92009078,14.19317752,14.75645411,16.14624327
GLUCOSE,1.75DS,World,Secondary Energy|Electricity|Oil,EJ/yr,1.162091982,1.281514026,1.391335405,1.463164884,1.497503284,1.576140343,1.649446438,2.90978841,4.010384023,4.417053665,4.315741748,4.21578371,4.112853883,4.363527914,4.350271819,4.483733549,6.136500121,5.012845165,3.451895816,3.382771523,3.316249611,3.258989787,3.201729963,2.97427571,3.087210314,1.542508869,0.880481961,0.70940735,0.306355861,0.002893113,0.050999284,0.241103021,0.141744591,0.04238616,,,3.634191295,3.634191295,2.29467652,0.36236867,0.36236867,0.36236867,0.36236867,0.36236867,0.36236867,0.36236867,0.36236867,0.36236867,0.36236867,0.36236867,0.36236867
GLUCOSE,1.75DS,World,Secondary Energy|Electricity|Solar,EJ/yr,0.233043976,0.401440918,0.56841874,0.559462793,0.550443787,0.541487841,0.531049715,0.522093769,0.513137822,0.504118816,0.522889407,0.511942537,0.502477847,0.493013157,0.483485407,0.472601597,0.463073847,0.453609157,0.444144466,0.433197597,0.437124864,0.427314849,0.417536529,1.163696539,2.029936194,3.345197108,4.096226332,6.761269355,9.774782314,12.43530503,14.45014932,16.47347656,18.78658232,21.42826915,24.45012986,27.9062184,30.56488445,34.97758888,40.58084021,43.26902722,44.7800179,44.86095575,44.86095575,44.86095575,44.86095575,44.86095575,44.86095575,44.86095575,44.86095575,44.86095575,43.23538873
GLUCOSE,1.75DS,World,Secondary Energy|Electricity|Wind,EJ/yr,1.308491712,1.265684746,1.22174879,1.178162885,1.132609133,1.08657288,1.040587085,0.992605061,0.94502039,0.894543869,0.845354016,0.792537523,0.73719815,1.397555683,2.061319104,2.730970296,3.404367965,4.082060837,4.765650941,5.452631165,6.144600384,6.8421294,7.543039075,8.24986175,8.959131619,10.4415696,11.99124864,13.54975776,14.8597632,15.66140832,16.4680992,17.27983584,18.09661824,18.9184464,19.74532032,20.57724,21.41420544,22.25621664,22.32622656,22.39623648,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464,22.4662464
